date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:07:39	3806/3806	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-ede%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.radio.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.radio.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:40	18792/18792	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-4968%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.select.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.select.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:41	3390/3390	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-d3e%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.checkbox.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.checkbox.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:42	22224/22224	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-56d0%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery-ui.min.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery-ui.min.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:43	5074/5074	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-13d2%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery.ui.touch-punch.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery.ui.touch-punch.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:44	48706/48706	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-be42%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery.fancybox.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery.fancybox.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:45	61317/61317	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-ef85%22	https://debtforgive.org/usdebtjesse/debt-assistance/cdnjs.cloudflare.com/ajax/libs/moment.js/2.17.1/moment.min.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/cdnjs.cloudflare.com/ajax/libs/moment.js/2.17.1/moment.min.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:46	18555/18555	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-487b%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/form_validate.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/form_validate.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:47	25965/25965	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-656d%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/fastclick.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/fastclick.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:48	37022/37022	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-909e%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/app.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/app.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:49	25666/25666	---MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-6442%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/address.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/address.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:50	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2023%20Mar%202023%2018:07:49%20GMT	https://fonts.googleapis.com/robots.txt		(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:51	894/894	---MCZ	200	added ('OK')	text/plain	date:Thu,%2023%20Mar%202023%2018:07:50%20GMT	https://www.facebook.com/robots.txt		(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:52	86709/86709	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-152b5%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery-3.1.1.min.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery-3.1.1.min.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:52	1938/1938	---M--	200	added ('OK')	image/png	etag:%22640756bb-792%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/clock.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/clock.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:07:53	2729/2729	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-aa9%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/modernizr-custom.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/modernizr-custom.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:53	6703/6703	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-1a2f%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:53	11807/11807	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-2e1f%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/picturefill.min.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/picturefill.min.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:53	3806/3806	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-ede%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.radio.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.radio.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:54	1756/1756	---M--	200	added ('OK')	image/png	etag:%22640756bb-6dc%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/ico-sprite.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/ico-sprite.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:07:55	22224/22224	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-56d0%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery-ui.min.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery-ui.min.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:55	3390/3390	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-d3e%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.checkbox.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.checkbox.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:55	5074/5074	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-13d2%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery.ui.touch-punch.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery.ui.touch-punch.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:55	18792/18792	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-4968%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.select.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jcf.select.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:56	494/494	---M--	200	added ('OK')	image/png	etag:%221ee-5f650fb2c4c26%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/Checkmark.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/Checkmark.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:07:57	1362/1362	---M--	200	added ('OK')	image/png	etag:%22640756bb-552%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/fancybox_sprite.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/fancybox_sprite.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:07:58	25965/25965	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-656d%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/fastclick.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/fastclick.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:58	18555/18555	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-487b%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/form_validate.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/form_validate.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:58	48706/48706	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-be42%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery.fancybox.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/jquery.fancybox.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:58	61317/61317	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-ef85%22	https://debtforgive.org/usdebtjesse/debt-assistance/cdnjs.cloudflare.com/ajax/libs/moment.js/2.17.1/moment.min.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/cdnjs.cloudflare.com/ajax/libs/moment.js/2.17.1/moment.min.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:07:59	4348/4348	---M--	200	added ('OK')	image/gif	etag:%22640756bb-10fc%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/fancybox_loading.gif	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/fancybox_loading.gif	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:00	43/43	---M--	200	added ('OK')	image/gif	etag:%222b-5f650fb2c483e%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/blank.gif	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/blank.gif	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:01	25666/25666	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-6442%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/address.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/address.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:08:01	37022/37022	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22640756bb-909e%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/js/app.js	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/js/app.js	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/form2.html)
13:08:01	76/76	---M--	200	added ('OK')	image/png	etag:%224c-5f650fb2c53f6%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/fancybox_overlay.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/fancybox_overlay.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:02	5914/5914	---M--	200	added ('OK')	image/png	etag:%22640756bb-171a%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/fancybox_sprite%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/fancybox_sprite@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:03	12135/12135	---M--	200	added ('OK')	image/gif	etag:%22640756bb-2f67%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/fancybox_loading%402x.gif	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/fancybox_loading@2x.gif	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:04	8172/8172	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22640756bb-1fec%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/fonts/icomoon077d.eot?sddr21	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/fonts/icomoon077d077d.eot	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:05	8008/8008	---M--	200	added ('OK')	font/ttf	etag:%22640756bb-1f48%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/fonts/icomoon077d.ttf?sddr21	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/fonts/icomoon077d077d.ttf	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:06	8084/8084	---M--	200	added ('OK')	font/woff	etag:%22640756bb-1f94%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/fonts/icomoon077d.woff?sddr21	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/fonts/icomoon077d077d.woff	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:08	26413/26413	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22640756bb-672d%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/fonts/icomoon077d.svg?sddr21	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/fonts/icomoon077d077d.svg	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:08	8531/8531	---M--	200	added ('OK')	image/jpeg	etag:%22640756bb-2153%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/banner-bg.jpg	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/banner-bg.jpg	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:09	29081/29081	---M--	200	added ('OK')	image/png	etag:%22640756bb-7199%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/atf-mobile.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/atf-mobile.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:10	1163/1163	---M--	200	added ('OK')	image/png	etag:%22640756bb-48b%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/arrow-form.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/arrow-form.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:11	1163/1163	---M--	200	added ('OK')	image/png	etag:%22640756bb-48b%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/arrow-form%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/arrow-form@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:12	5459/5459	---M--	200	added ('OK')	image/png	etag:%22640756bb-1553%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/car.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/car.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:13	9150/9150	---M--	200	added ('OK')	image/png	etag:%22640756bb-23be%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/car%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/car@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:14	4426/4426	---M--	200	added ('OK')	image/png	etag:%22640756bb-114a%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/truck.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/truck.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:15	7541/7541	---M--	200	added ('OK')	image/png	etag:%22640756bb-1d75%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/truck%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/truck@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:16	5765/5765	---M--	200	added ('OK')	image/png	etag:%22640756bb-1685%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/van.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/van.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:17	9542/9542	---M--	200	added ('OK')	image/png	etag:%22640756bb-2546%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/van%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/van@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:18	5247/5247	---M--	200	added ('OK')	image/png	etag:%22640756bb-147f%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/suv.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/suv.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:19	8881/8881	---M--	200	added ('OK')	image/png	etag:%22640756bb-22b1%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/suv%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/suv@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
